model,dataset,image_path,true_label,true_label_name,subtype,pred_label,pred_label_name,confidence,correct
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00651.png,0,airplane,abstract,0,airplane,0.5687533020973206,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00652.png,0,airplane,real,0,airplane,0.9999302625656128,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00653.png,0,airplane,abstract,0,airplane,0.9866183400154114,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00654.png,0,airplane,real,0,airplane,0.6311721801757812,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00655.png,0,airplane,real,0,airplane,0.5560446381568909,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00656.png,0,airplane,cartoon,0,airplane,0.9560385346412659,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00657.png,0,airplane,painting,0,airplane,0.976225733757019,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00658.png,0,airplane,cartoon,0,airplane,0.9996422529220581,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00659.png,0,airplane,real,0,airplane,0.9985163807868958,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00660.png,0,airplane,painting,0,airplane,0.9999997615814209,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00661.png,0,airplane,sketch,0,airplane,0.9999752044677734,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00662.png,0,airplane,real,0,airplane,0.9556974768638611,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00663.png,0,airplane,real,0,airplane,0.9107208847999573,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00664.png,0,airplane,real,0,airplane,0.6984333395957947,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00665.png,0,airplane,painting,0,airplane,0.9978985786437988,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00666.png,0,airplane,painting,0,airplane,0.9967765212059021,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00667.png,0,airplane,abstract,1,automobile,0.5177701115608215,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00668.png,0,airplane,real,0,airplane,0.9999822378158569,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00669.png,0,airplane,real,0,airplane,0.8346054553985596,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00670.png,0,airplane,painting,0,airplane,0.9999816417694092,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00671.png,0,airplane,real,0,airplane,0.9913604855537415,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00672.png,0,airplane,sketch,0,airplane,0.9998379945755005,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00673.png,0,airplane,abstract,1,automobile,0.4064486622810364,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00674.png,0,airplane,real,0,airplane,0.9999995231628418,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00675.png,0,airplane,painting,0,airplane,0.999962329864502,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00676.png,0,airplane,cartoon,0,airplane,0.9970263838768005,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00677.png,0,airplane,real,0,airplane,0.9999961853027344,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00678.png,0,airplane,abstract,0,airplane,0.7137273550033569,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00679.png,0,airplane,sketch,0,airplane,0.9999943971633911,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00680.png,0,airplane,real,0,airplane,0.9984519481658936,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00681.png,0,airplane,abstract,3,cat,0.7277939319610596,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00682.png,0,airplane,sketch,0,airplane,0.9974688291549683,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00683.png,0,airplane,real,0,airplane,0.9999998807907104,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00684.png,0,airplane,abstract,0,airplane,0.9999628067016602,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00685.png,0,airplane,real,0,airplane,0.9973196387290955,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00686.png,0,airplane,real,0,airplane,0.999724805355072,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00687.png,0,airplane,painting,0,airplane,0.9999572038650513,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00688.png,0,airplane,painting,0,airplane,0.9996558427810669,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00689.png,0,airplane,real,0,airplane,0.99874347448349,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00690.png,0,airplane,painting,0,airplane,0.9998095631599426,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00691.png,0,airplane,abstract,0,airplane,0.9999102354049683,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00692.png,0,airplane,cartoon,5,dog,0.404133141040802,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00693.png,0,airplane,abstract,2,bird,0.976962685585022,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00694.png,0,airplane,abstract,0,airplane,0.9993886947631836,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00695.png,0,airplane,real,0,airplane,1.0,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00696.png,0,airplane,abstract,0,airplane,0.9992653727531433,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00697.png,0,airplane,real,0,airplane,0.9798052906990051,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00698.png,0,airplane,real,0,airplane,0.9950791597366333,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00699.png,0,airplane,real,0,airplane,0.9946086406707764,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00700.png,0,airplane,abstract,0,airplane,0.9999891519546509,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00701.png,0,airplane,real,0,airplane,0.9999939203262329,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00702.png,0,airplane,real,0,airplane,0.9999982118606567,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00703.png,0,airplane,real,0,airplane,0.9801084399223328,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00704.png,0,airplane,sketch,0,airplane,0.9999933242797852,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00705.png,0,airplane,painting,0,airplane,0.9997636675834656,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00706.png,0,airplane,sketch,0,airplane,0.9910270571708679,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00707.png,0,airplane,abstract,0,airplane,0.9065272808074951,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00708.png,0,airplane,real,1,automobile,0.5819852948188782,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00709.png,0,airplane,sketch,0,airplane,0.9999991655349731,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00710.png,0,airplane,real,0,airplane,1.0,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00711.png,0,airplane,painting,0,airplane,0.9964925646781921,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00712.png,0,airplane,real,0,airplane,1.0,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00713.png,0,airplane,sketch,0,airplane,0.8115458488464355,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00714.png,0,airplane,cartoon,0,airplane,0.999893069267273,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00715.png,0,airplane,real,1,automobile,0.9076334834098816,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00716.png,0,airplane,real,0,airplane,0.999984860420227,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00717.png,0,airplane,sketch,0,airplane,0.9999961853027344,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00718.png,0,airplane,painting,0,airplane,0.9999969005584717,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00719.png,0,airplane,painting,0,airplane,0.9848659038543701,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00720.png,0,airplane,real,0,airplane,0.9999059438705444,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00721.png,0,airplane,painting,0,airplane,0.9998170733451843,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00722.png,0,airplane,real,0,airplane,0.948062539100647,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00723.png,0,airplane,abstract,1,automobile,0.8231942057609558,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00724.png,0,airplane,painting,0,airplane,0.9999891519546509,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00725.png,0,airplane,real,0,airplane,0.9999990463256836,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00726.png,0,airplane,real,0,airplane,0.9999992847442627,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00727.png,0,airplane,abstract,0,airplane,0.9990891218185425,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00728.png,0,airplane,painting,0,airplane,0.9999703168869019,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00729.png,0,airplane,abstract,0,airplane,0.9972676038742065,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00730.png,0,airplane,abstract,0,airplane,0.9999285936355591,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00731.png,0,airplane,real,0,airplane,0.9999653100967407,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00732.png,0,airplane,real,0,airplane,0.5068943500518799,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00733.png,0,airplane,real,0,airplane,0.9999961853027344,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00734.png,0,airplane,sketch,0,airplane,0.9868016242980957,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00735.png,0,airplane,cartoon,0,airplane,1.0,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00736.png,0,airplane,real,0,airplane,0.9924131035804749,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_painting_00737.png,0,airplane,painting,0,airplane,0.8962454199790955,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00738.png,0,airplane,abstract,0,airplane,0.9999748468399048,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00739.png,0,airplane,abstract,0,airplane,0.9941629767417908,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00740.png,0,airplane,abstract,0,airplane,0.9999979734420776,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00741.png,0,airplane,abstract,0,airplane,0.9999874830245972,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00742.png,0,airplane,real,0,airplane,0.9999995231628418,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00743.png,0,airplane,sketch,0,airplane,0.9930399656295776,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00744.png,0,airplane,real,0,airplane,0.9440582394599915,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00745.png,0,airplane,sketch,1,automobile,0.653222382068634,0
