model,dataset,axis,transform,level,image_id,true_label,true_label_name,pred_label,pred_label_name,confidence,correct
yolo26n_cls,cifar10,geometry,rotate,0,0,3,cat,1,automobile,0.9504482746124268,0
yolo26n_cls,cifar10,geometry,rotate,0,1,8,ship,1,automobile,1.0,0
yolo26n_cls,cifar10,geometry,rotate,0,2,8,ship,1,automobile,0.9999891519546509,0
yolo26n_cls,cifar10,geometry,rotate,0,3,0,airplane,1,automobile,0.9999066591262817,0
yolo26n_cls,cifar10,geometry,rotate,0,4,6,frog,4,deer,0.8405197262763977,0
yolo26n_cls,cifar10,geometry,rotate,0,5,6,frog,4,deer,0.9680539965629578,0
yolo26n_cls,cifar10,geometry,rotate,0,6,1,automobile,1,automobile,0.9999995231628418,1
yolo26n_cls,cifar10,geometry,rotate,0,7,6,frog,1,automobile,0.9899001717567444,0
yolo26n_cls,cifar10,geometry,rotate,0,8,3,cat,4,deer,0.9442669749259949,0
yolo26n_cls,cifar10,geometry,rotate,0,9,1,automobile,1,automobile,0.9999477863311768,1
yolo26n_cls,cifar10,geometry,rotate,0,10,0,airplane,1,automobile,0.36991122364997864,0
yolo26n_cls,cifar10,geometry,rotate,0,11,9,truck,1,automobile,0.9999780654907227,0
yolo26n_cls,cifar10,geometry,rotate,0,12,5,dog,1,automobile,0.7971217036247253,0
yolo26n_cls,cifar10,geometry,rotate,0,13,7,horse,1,automobile,0.9958434700965881,0
yolo26n_cls,cifar10,geometry,rotate,0,14,9,truck,1,automobile,0.9999653100967407,0
yolo26n_cls,cifar10,geometry,rotate,0,15,8,ship,1,automobile,0.6400102376937866,0
yolo26n_cls,cifar10,geometry,rotate,0,16,5,dog,3,cat,0.47425615787506104,0
yolo26n_cls,cifar10,geometry,rotate,0,17,7,horse,1,automobile,0.997543215751648,0
yolo26n_cls,cifar10,geometry,rotate,0,18,8,ship,1,automobile,0.9876225590705872,0
yolo26n_cls,cifar10,geometry,rotate,0,19,6,frog,1,automobile,0.9982370138168335,0
yolo26n_cls,cifar10,geometry,rotate,0,20,7,horse,1,automobile,0.9996962547302246,0
yolo26n_cls,cifar10,geometry,rotate,0,21,0,airplane,1,automobile,0.5633314251899719,0
yolo26n_cls,cifar10,geometry,rotate,0,22,4,deer,4,deer,0.4762429893016815,1
yolo26n_cls,cifar10,geometry,rotate,0,23,9,truck,1,automobile,1.0,0
yolo26n_cls,cifar10,geometry,rotate,0,24,5,dog,4,deer,0.6939694881439209,0
yolo26n_cls,cifar10,geometry,rotate,0,25,2,bird,2,bird,0.5854330658912659,1
yolo26n_cls,cifar10,geometry,rotate,0,26,4,deer,1,automobile,0.5554862022399902,0
yolo26n_cls,cifar10,geometry,rotate,0,27,0,airplane,1,automobile,0.9575050473213196,0
yolo26n_cls,cifar10,geometry,rotate,0,28,9,truck,1,automobile,0.9999804496765137,0
yolo26n_cls,cifar10,geometry,rotate,0,29,6,frog,1,automobile,0.56525057554245,0
yolo26n_cls,cifar10,geometry,rotate,0,30,6,frog,1,automobile,0.9306931495666504,0
yolo26n_cls,cifar10,geometry,rotate,0,31,5,dog,5,dog,0.9208796620368958,1
yolo26n_cls,cifar10,geometry,rotate,0,32,4,deer,1,automobile,0.5761356949806213,0
